本数据策略分享会专用，由邢不行整理，微信：xbx9585
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,净利润TTM,现金流TTM,净资产,总资产,总负债,净利润(当季),中户资金买入额,中户资金卖出额,大户资金买入额,大户资金卖出额,散户资金买入额,散户资金卖出额,机构资金买入额,机构资金卖出额,沪深300成分股,上证50成分股,中证500成分股,创业板指成分股,申万一级行业代码,申万一级行业名称,申万二级行业代码,申万二级行业名称,申万三级行业代码,申万三级行业名称
sz000977,浪潮信息,2000-07-26,29.29,30.48,29.25,29.57,29.29,1091700.0,32655684.6,1729845000.0,6357550000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-07-27,29.5,29.8,29.0,29.1,29.57,1381200.0,40419789.0,1702350000.0,6256500000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-07-28,29.1,29.85,29.0,29.2,29.1,968800.0,28442076.9,1708200000.0,6278000000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-07-31,29.2,30.39,29.01,30.2,29.2,1396600.0,41552539.0,1766700000.0,6493000000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-01,30.2,30.4,29.8,29.89,30.2,676000.0,20246251.0,1748565000.0,6426350000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-02,29.9,30.18,29.39,29.7,29.89,574400.0,17092753.6,1737450000.0,6385500000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-03,30.0,30.8,29.75,30.35,29.7,2199200.0,66956247.0,1775475000.0,6525250000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-04,30.37,31.46,30.25,30.72,30.35,2517700.0,77578846.5,1797120000.0,6604800000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-07,31.2,31.3,30.51,30.98,30.72,1102100.0,34019892.2,1812330000.0,6660700000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-08,31.0,31.25,30.2,30.26,30.98,1306400.0,40062898.8,1770210000.0,6505900000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-09,30.24,31.18,30.11,30.58,30.26,1356000.0,41532324.1,1788930000.0,6574700000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-10,30.8,31.51,30.6,31.33,30.58,3184200.0,99486506.2,1832805000.0,6735950000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-11,31.37,31.5,30.5,30.68,31.33,1400000.0,43400619.0,1794780000.0,6596200000.0,,,,,,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-14,30.69,31.48,29.7,30.77,30.68,1505700.0,46661622.4,1800045000.0,6615550000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-15,30.8,31.4,30.51,30.93,30.77,1178700.0,36354219.4,1809405000.0,6649950000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-16,31.0,31.2,30.26,30.42,30.93,1143800.0,34931534.6,1779570000.0,6540300000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-17,30.3,30.59,30.0,30.09,30.42,1069200.0,32233834.0,1760265000.0,6469350000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-18,30.09,30.35,29.6,29.71,30.09,1134400.0,33803355.6,1738035000.0,6387650000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-21,29.6,30.03,29.3,30.01,29.71,903300.0,26645247.4,1755585000.0,6452150000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-22,30.0,30.01,29.3,29.3,30.01,713000.0,21130444.1,1715220000.0,6303800000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-23,29.01,29.48,28.0,29.0,29.32,1632100.0,46999742.0,1696500000.0,6235000000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-24,29.1,29.48,28.6,28.97,29.0,902400.0,26123288.9,1694745000.0,6228550000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-25,29.25,30.9,29.12,30.3,28.97,1934400.0,58622861.1,1772550000.0,6514500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-28,30.29,30.4,29.6,29.79,30.3,656600.0,19586250.1,1742715000.0,6404850000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-29,29.7,30.1,29.68,29.75,29.79,399200.0,11893106.6,1740375000.0,6396250000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-30,29.72,29.98,29.41,29.43,29.75,544100.0,16101747.8,1721655000.0,6327450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-08-31,29.1,29.33,28.5,28.53,29.43,821100.0,23714635.6,1669005000.0,6133950000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-01,28.5,28.8,28.18,28.38,28.53,497800.0,14193834.4,1660230000.0,6101700000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-04,28.39,28.55,28.12,28.53,28.38,597100.0,16912208.2,1669005000.0,6133950000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-05,28.52,28.6,27.37,27.49,28.53,879900.0,24537066.1,1608165000.0,5910350000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-06,27.29,27.8,27.0,27.1,27.49,542313.0,14769301.6,1585350000.0,5826500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-07,27.09,27.8,27.09,27.41,27.1,312600.0,8552657.4,1603485000.0,5893150000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-08,27.5,27.98,27.4,27.7,27.41,301200.0,8341387.9,1620450000.0,5955500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-11,27.7,27.9,27.22,27.59,27.7,210700.0,5785932.4,1614015000.0,5931850000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-12,27.79,27.95,27.5,27.83,27.59,267700.0,7414921.4,1628055000.0,5983450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-13,27.95,28.18,27.7,28.0,27.83,422200.0,11794139.6,1638585000.0,6022150000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-14,28.1,28.18,27.6,27.63,28.01,262500.0,7305509.6,1616355000.0,5940450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-15,27.55,27.55,27.08,27.23,27.63,456400.0,12427579.6,1592955000.0,5854450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-18,27.12,27.23,26.6,26.64,27.23,424000.0,11386558.7,1558440000.0,5727600000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-19,26.57,26.57,26.2,26.27,26.64,353800.0,9318259.6,1536795000.0,5648050000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-20,26.68,27.0,26.12,26.76,26.27,331200.0,8758514.7,1565460000.0,5753400000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-21,26.8,27.0,26.56,26.65,26.76,164700.0,4413177.9,1559025000.0,5729750000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-22,26.5,26.9,26.3,26.6,26.65,183300.0,4867194.3,1556100000.0,5719000000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-25,26.59,26.88,26.22,26.79,26.6,191300.0,5106514.2,1567215000.0,5759850000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-26,26.81,27.14,26.73,26.85,26.79,324600.0,8739937.3,1570725000.0,5772750000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-27,26.8,27.12,26.72,27.12,26.85,236700.0,6386635.2,1586520000.0,5830800000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-28,27.15,27.18,25.0,26.63,27.12,264200.0,7071413.3,1557855000.0,5725450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-09-29,26.5,27.15,26.32,27.04,26.63,448000.0,12077555.3,1581840000.0,5813600000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-09,27.09,27.09,26.55,26.89,27.04,181000.0,4836964.3,1573065000.0,5781350000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-10,26.8,27.0,26.78,26.94,26.89,230400.0,6194436.8,1575990000.0,5792100000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-11,26.94,26.98,26.63,26.74,26.94,187300.0,5019408.9,1564290000.0,5749100000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-12,26.7,26.76,26.18,26.23,26.74,530600.0,13991801.2,1534455000.0,5639450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-13,26.23,26.45,26.1,26.14,26.23,402100.0,10524541.9,1529190000.0,5620100000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-16,26.0,26.2,25.5,25.56,26.14,487400.0,12518579.5,1495260000.0,5495400000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-17,25.5,26.2,25.1,26.06,25.56,232500.0,5944482.0,1524510000.0,5602900000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-18,26.06,27.3,26.0,27.28,26.06,843100.0,22606249.5,1595880000.0,5865200000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-19,27.38,27.48,26.66,26.72,27.28,368700.0,9915485.0,1563120000.0,5744800000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-20,26.8,29.0,26.8,28.83,26.72,3000500.0,85128053.6,1686555000.0,6198450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-23,28.83,28.96,28.2,28.8,28.83,1570400.0,45029024.9,1684800000.0,6192000000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-24,29.0,29.7,28.28,29.2,28.8,1508800.0,43739408.7,1708200000.0,6278000000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-25,29.45,29.99,28.6,28.73,29.2,2145700.0,63185050.6,1680705000.0,6176950000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-26,28.72,28.9,28.1,28.23,28.73,799300.0,22775085.1,1651455000.0,6069450000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-27,28.15,28.78,28.1,28.47,28.23,423900.0,12066195.2,1665495000.0,6121050000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-30,28.5,28.75,28.19,28.3,28.47,373700.0,10599880.4,1655550000.0,6084500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-10-31,28.31,28.45,27.35,27.49,28.3,539600.0,14989585.4,1608165000.0,5910350000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-01,27.5,28.06,27.5,28.02,27.49,277600.0,7724105.2,1639170000.0,6024300000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-02,28.2,28.7,27.8,28.15,28.02,396100.0,11243138.7,1646775000.0,6052250000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-03,28.15,28.97,28.15,28.46,28.15,810000.0,23219765.3,1664910000.0,6118900000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-06,28.7,28.95,28.25,28.76,28.46,413100.0,11863102.2,1682460000.0,6183400000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-07,28.8,29.24,28.66,28.72,28.76,403800.0,11671533.8,1680120000.0,6174800000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-08,28.7,28.98,28.42,28.85,28.72,343500.0,9868511.5,1687725000.0,6202750000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-09,28.86,29.5,28.85,29.15,28.85,972000.0,28417928.3,1705275000.0,6267250000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-10,29.28,29.96,29.01,29.16,29.15,1327400.0,39203787.1,1705860000.0,6269400000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-13,29.1,29.4,28.8,28.96,29.16,705600.0,20476982.5,1694160000.0,6226400000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-14,28.95,29.16,28.7,28.9,28.96,613100.0,17701521.0,1690650000.0,6213500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-15,28.9,29.09,28.45,28.53,28.9,608200.0,17395496.1,1669005000.0,6133950000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-16,28.5,29.8,28.45,29.31,28.53,1103100.0,32326654.7,1714635000.0,6301650000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-17,29.4,30.13,29.2,29.51,29.31,1740200.0,51688328.4,1726335000.0,6344650000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-20,29.5,29.5,28.95,28.99,29.51,529285.0,15386232.0,1695915000.0,6232850000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-21,28.99,29.2,28.7,28.72,28.99,407961.0,11805105.8,1680120000.0,6174800000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-22,28.54,28.99,28.5,28.9,28.72,416010.0,11932270.4,1690650000.0,6213500000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
sz000977,浪潮信息,2000-11-23,28.88,29.25,28.8,28.95,28.9,524262.0,15218379.0,1693575000.0,6224250000.0,,,803501879.32,917941634.21,114439754.89,,,,,,,,,,,,,,,,801101.0,计算机设备,851021.0,计算机设备
